strategy,cumulative_return,annualized_return,max_drawdown,sharpe,excess_return_pp_vs_buy_hold,relative_wealth_ratio_vs_buy_hold
buy_hold,1.0921233505590497,0.7851552883376145,-0.17260282015581208,2.297548051055161,0.0,1.0
ma20_timing,0.7763700101996722,0.5699846453575244,-0.10904217857457366,2.757253344097932,-0.3157533403593775,0.8490751798764623
momentum20_timing,0.5573079067658016,0.4158686410412389,-0.1790661379531353,1.7675073264242422,-0.5348154437932482,0.7443671551917163
ma20_momentum20_combo,0.6693911384549625,0.4952661830505225,-0.11686568800627628,2.378165712932713,-0.4227322121040873,0.797941066911219
