strategy,cumulative_return,annualized_return,max_drawdown,sharpe,excess_return_vs_buy_hold
buy_hold,0.9927700660965271,0.7330361953567939,-0.17260282015581208,2.1782221566927595,0.0
ma20_timing,0.6920116023233387,0.521053301502852,-0.10904217857457366,2.572324333527507,-0.3007584637731884
momentum20_timing,0.4833525850514806,0.36949983456979174,-0.1790661379531353,1.6061130154741878,-0.5094174810450465
ma20_momentum20_combo,0.5901130726498032,0.44754629497220644,-0.11686568800627628,2.1948022667198033,-0.4026569934467239
theoretical_optimal,8.684955394158106,5.114791457496487,0.0,12.37508766327551,7.692185328061578
