strategy,model,date,position,executed_position,turnover,strategy_return,equity,drawdown
StableHGB,stable_hgb,2026/01/06,1.0,1.0,0.0,0.0032100605944020977,194118.36227563705,-0.07002311585793208
StableHGB,stable_hgb,2026/01/07,1.0,1.0,0.0,-0.004209460350179106,193301.22872639605,-0.07393781667831123
StableHGB,stable_hgb,2026/01/08,1.0,1.0,0.0,0.019493511690390486,197069.3484883409,-0.055885612681701224
StableHGB,stable_hgb,2026/01/09,1.0,1.0,0.0,0.01201430738447562,199437.00021713818,-0.04454273222635341
StableHGB,stable_hgb,2026/01/12,1.0,1.0,0.0,0.015063411846015118,202441.20188874274,-0.03015028590061053
StableHGB,stable_hgb,2026/01/13,1.0,1.0,0.0,-0.00021690260211293388,202397.29186527818,-0.03036064882725731
StableHGB,stable_hgb,2026/01/14,1.0,1.0,0.0,0.0036737766769059377,203140.85431560178,-0.026798410393908623
StableHGB,stable_hgb,2026/01/15,1.0,1.0,0.0,-1.574643092827621e-05,203137.6555721706,-0.026813734845518633
StableHGB,stable_hgb,2026/01/16,1.0,1.0,0.0,-0.0014472629409071347,202843.66197135823,-0.028222191261676466
StableHGB,stable_hgb,2026/01/19,1.0,1.0,0.0,0.01827255146233453,206550.13322353826,-0.010465331241550913
StableHGB,stable_hgb,2026/01/20,1.0,1.0,0.0,0.0012332903934280104,206804.86951860413,-0.009244947640607015
StableHGB,stable_hgb,2026/01/21,1.0,1.0,0.0,0.010942515934986075,209067.8350987442,0.0
StableHGB,stable_hgb,2026/01/22,1.0,1.0,0.0,0.01215239382824751,211608.50976768325,0.0
StableHGB,stable_hgb,2026/01/23,1.0,1.0,0.0,0.007409748656708182,213176.47563868234,0.0
StableHGB,stable_hgb,2026/01/26,1.0,1.0,0.0,-0.0065517909319829926,211779.78793868073,-0.0065517909319829926
StableHGB,stable_hgb,2026/01/27,1.0,1.0,0.0,-0.002493549862072064,211251.70447767657,-0.00902900357668035
StableHGB,stable_hgb,2026/01/28,1.0,1.0,0.0,-0.011204975339418555,208884.63433859407,-0.02013280915368265
StableHGB,stable_hgb,2026/01/29,1.0,1.0,0.0,-0.004446467675405019,207955.83556411872,-0.02448975694397071
StableHGB,stable_hgb,2026/01/30,1.0,1.0,0.0,0.013576571499687384,210779.1628344322,-0.011245672380443161
StableHGB,stable_hgb,2026/02/02,1.0,1.0,0.0,-0.012951859587935544,208049.18071333805,-0.024051879598735226
StableHGB,stable_hgb,2026/02/03,1.0,1.0,0.0,0.016955762107764505,211576.81312822868,-0.007503935439691634
StableHGB,stable_hgb,2026/02/04,1.0,1.0,0.0,0.010225665595995359,213740.32686714438,0.0
StableHGB,stable_hgb,2026/02/05,1.0,1.0,0.0,0.001466624763101887,214053.80372340122,0.0
StableHGB,stable_hgb,2026/02/06,1.0,1.0,0.0,0.008593952715599373,215893.37199119432,0.0
StableHGB,stable_hgb,2026/02/09,1.0,1.0,0.0,0.016424554668821756,219439.32448209997,0.0
StableHGB,stable_hgb,2026/02/10,1.0,1.0,0.0,0.0017240488246386132,219817.64859155283,0.0
StableHGB,stable_hgb,2026/02/11,1.0,1.0,0.0,-0.001206476875859841,219552.44368162123,-0.001206476875859952
StableHGB,stable_hgb,2026/02/12,1.0,1.0,0.0,-0.011040942612528526,217128.37775049207,-0.012234098846438557
StableHGB,stable_hgb,2026/02/13,1.0,1.0,0.0,0.002126770523067645,217590.15998401333,-0.010133347444173824
StableHGB,stable_hgb,2026/02/24,1.0,1.0,0.0,0.023164408093443445,222630.50724700064,0.0
StableHGB,stable_hgb,2026/02/25,1.0,1.0,0.0,0.004323446008518861,223593.0382249322,0.0
StableHGB,stable_hgb,2026/02/26,1.0,1.0,0.0,-0.0030419961945784557,222912.86905351773,-0.0030419961945784557
StableHGB,stable_hgb,2026/02/27,1.0,1.0,0.0,0.007138347222149566,224504.0985131073,0.0
StableHGB,stable_hgb,2026/03/02,1.0,1.0,0.0,-0.03146485397054022,217440.1098376046,-0.03146485397054033
StableHGB,stable_hgb,2026/03/03,1.0,1.0,0.0,-0.02650773526768524,211676.26496945298,-0.057138527218938084
StableHGB,stable_hgb,2026/03/04,1.0,1.0,0.0,-0.006818028829972289,210233.0500922704,-0.06356698392302951
StableHGB,stable_hgb,2026/03/05,1.0,1.0,0.0,0.013076795396702368,212982.2246739517,-0.051321440969073984
StableHGB,stable_hgb,2026/03/06,1.0,1.0,0.0,0.03467710884827424,220367.83246171795,-0.018424011315534505
StableHGB,stable_hgb,2026/03/09,1.0,1.0,0.0,-0.008871593482288387,218412.81863554457,-0.02713215445911832
StableHGB,stable_hgb,2026/03/10,1.0,1.0,0.0,0.025251335061490687,223928.03390063526,-0.002565942520815101
StableHGB,stable_hgb,2026/03/11,1.0,1.0,0.0,-0.007957873138931593,222146.04301460367,-0.010503396214684102
StableHGB,stable_hgb,2026/03/12,1.0,1.0,0.0,-0.013342897947055232,219181.97103331765,-0.02370614841794938
StableHGB,stable_hgb,2026/03/13,1.0,1.0,0.0,0.0005771266786425144,219308.46679627846,-0.023142703190006664
StableHGB,stable_hgb,2026/03/16,1.0,1.0,0.0,0.002305849219472078,219814.15905326424,-0.020890217554621837
StableHGB,stable_hgb,2026/03/17,1.0,1.0,0.0,-0.02228181207236868,214916.30127039368,-0.04270655772528742
StableHGB,stable_hgb,2026/03/18,0.0,1.0,0.0,0.016829372247366692,218533.20770650037,-0.026595910035283166
StableHGB,stable_hgb,2026/03/19,0.0,0.0,1.0,-0.0,218533.20770650037,-0.026595910035283166
StableHGB,stable_hgb,2026/03/20,0.0,0.0,0.0,-0.0,218533.20770650037,-0.026595910035283166
StableHGB,stable_hgb,2026/03/23,1.0,0.0,0.0,-0.0,218533.20770650037,-0.026595910035283166
StableHGB,stable_hgb,2026/03/24,1.0,1.0,1.0,0.05613993995272892,230801.64886482054,0.0
StableHGB,stable_hgb,2026/03/25,1.0,1.0,0.0,0.024393967105083014,236431.8166950279,0.0
StableHGB,stable_hgb,2026/03/26,1.0,1.0,0.0,-0.015770413815208606,232703.18910666576,-0.015770413815208606
StableHGB,stable_hgb,2026/03/27,1.0,1.0,0.0,0.02053237044252798,237481.13718856146,0.0
StableHGB,stable_hgb,2026/03/30,1.0,1.0,0.0,0.01205336961100878,240343.58511073788,0.0
StableHGB,stable_hgb,2026/03/31,1.0,1.0,0.0,-0.014497283228760538,236859.2560851718,-0.014497283228760538
StableHGB,stable_hgb,2026/04/01,1.0,1.0,0.0,0.01089644101047127,239440.178996888,-0.0037588110098035754
StableHGB,stable_hgb,2026/04/02,1.0,1.0,0.0,-0.020915263130862338,234432.22464906727,-0.02459545761933679
StableHGB,stable_hgb,2026/04/03,1.0,1.0,0.0,-0.03681328652688998,225802.00399192492,-0.06050330451762609
StableHGB,stable_hgb,2026/04/07,1.0,1.0,0.0,0.033180196982119714,233294.1589633344,-0.029330619097470256
StableHGB,stable_hgb,2026/04/08,1.0,1.0,0.0,0.03641728357069174,241790.0985056882,0.0
StableHGB,stable_hgb,2026/04/09,1.0,1.0,0.0,-0.02095118172582966,236724.31021238927,-0.02095118172582966
StableHGB,stable_hgb,2026/04/10,1.0,1.0,0.0,0.009914182855666587,239071.23831021643,-0.011244712716835248
StableHGB,stable_hgb,2026/04/13,1.0,1.0,0.0,-0.0015946657249750196,238689.99960065584,-0.012821446883853338
StableHGB,stable_hgb,2026/04/14,1.0,1.0,0.0,-0.00030078287097246026,238618.2057373035,-0.013118373283222184
StableHGB,stable_hgb,2026/04/15,1.0,1.0,0.0,-0.008466242286637726,236598.0061935287,-0.02147355224323766
StableHGB,stable_hgb,2026/04/16,1.0,1.0,0.0,0.023154339788040046,242076.27682210648,0.0
StableHGB,stable_hgb,2026/04/17,1.0,1.0,0.0,-0.00829038024807982,240069.37243821178,-0.00829038024807982
StableHGB,stable_hgb,2026/04/20,1.0,1.0,0.0,0.009994794233783244,242468.8164175652,0.0
StableHGB,stable_hgb,2026/04/21,1.0,1.0,0.0,-0.0022632094805310476,241920.05869351584,-0.0022632094805309366
StableHGB,stable_hgb,2026/04/22,1.0,1.0,0.0,-0.002826155055204116,241236.3550966839,-0.005082968354820583
StableHGB,stable_hgb,2026/04/23,1.0,1.0,0.0,-0.010188939730251367,238778.41241385826,-0.015220118026853968
StableHGB,stable_hgb,2026/04/24,1.0,1.0,0.0,0.010978685731466875,241399.8855632086,-0.004408529187999721
StableHGB,stable_hgb,2026/04/27,1.0,1.0,0.0,0.02004326161158443,246238.32662255852,0.0
StableHGB,stable_hgb,2026/04/28,1.0,1.0,0.0,-0.0008787369944224244,246021.94789551062,-0.0008787369944224244
StableHGB,stable_hgb,2026/04/29,1.0,1.0,0.0,0.016429676364692503,250064.0088780451,0.0
StableHGB,stable_hgb,2026/04/30,1.0,1.0,0.0,0.011550536588218696,252952.3823619876,0.0
StableHGB,stable_hgb,2026/05/06,1.0,1.0,0.0,0.0019092395103517124,253435.3290446307,0.0
